Tipo de actividad,Fecha,Favorito,Título,Distancia,Calorías,Tiempo,Frecuencia cardiaca media,Frecuencia cardiaca máxima,Cadencia de carrera media,Cadencia de carrera máxima,Velocidad media,Velocidad máxima,Ascenso total,Descenso total,Longitud media de zancada,Relación vertical media,Oscilación vertical media,Tiempo medio de contacto con el suelo,Cadencia media de pedaleo,Cadencia de pedaleo máxima,Normalized Power® (NP®),Training Stress Score®,Potencia media máxima (20 minutos),Potencia media,Potencia máxima,Dificultad,Fluidez,Brazadas totales,Swolf medio,Velocidad media de palada,Repeticiones totales,Series totales,Tiempo de inmersión,Temperatura mínima,Intervalo en superficie,Descompresión,Mejor tiempo de vuelta,Número de vueltas,Temperatura máxima,Tiempo en movimiento,Tiempo transcurrido,Altura mínima,Altura máxima
Entreno de fuerza,2022-05-18 18:05:29,false,"Fuerza","0.00","139","00:27:59","123","180","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","4","1","0:00","0.0","0:00","No","27:59.15.7","1","0.0","00:27:59","00:27:59","--","--"
Ciclismo virtual,2022-05-18 16:50:09,false,"Indoor","29.69","362","01:03:22","--","--","0","0","28.1","53.3","137","--","0.00","0.0","0.0","0","70","110","104","0.0","106","99","283","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:03:21.95.4","1","0.0","01:03:11","01:03:21","-6","28"
Ciclismo en sala,2022-05-18 16:49:55,false,"Ciclismo en sala","23.97","443","01:03:23","149","174","0","0","22.7","32.7","--","--","0.00","0.0","0.0","0","69","112","--","0.0","--","0","0","0.0","0.0","4419","0","0","0","--","0:00","0.0","0:00","No","01:03:22.64.2","1","0.0","01:03:16","01:03:25","--","--"
Ciclismo,2022-05-16 10:01:25,false,"Medellín Ciclismo","15.23","550","01:12:05","170","191","0","0","12.7","47.1","466","465","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:12:04.81.6","1","0.0","01:11:33","01:22:25","1,658","2,132"
Ciclismo en sala,2022-05-13 14:56:31,false,"Ciclismo en sala","18.05","281","00:55:37","128","151","0","0","19.5","35.6","--","--","0.00","0.0","0.0","0","55","130","--","0.0","--","0","0","0.0","0.0","3106","0","0","0","--","0:00","0.0","0:00","No","55:36.78.7","1","0.0","00:55:21","01:23:34","--","--"
Ciclismo en sala,2022-05-12 18:42:05,false,"Ciclismo en sala","18.72","319","00:51:49","141","158","0","0","21.7","30.5","--","--","0.00","0.0","0.0","0","61","96","--","0.0","--","0","0","0.0","0.0","3200","0","0","0","--","0:00","0.0","0:00","No","51:48.71","1","0.0","00:51:37","00:52:05","--","--"
Ciclismo,2022-05-11 09:51:54,false,"Medellín Ciclismo","23.62","850","01:55:22","169","191","0","0","12.3","46.8","762","753","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:55:22.09.1","1","0.0","01:54:58","02:35:08","1,729","2,502"
Ciclismo en sala,2022-05-10 07:26:21,false,"Ciclismo en sala","19.91","410","00:58:49","149","169","0","0","20.3","29.9","--","--","0.00","0.0","0.0","0","64","95","--","0.0","--","0","0","0.0","0.0","3804","0","0","0","--","0:00","0.0","0:00","No","58:48.68.3","1","0.0","00:58:47","00:58:49","--","--"
Ciclismo virtual,2022-05-10 07:26:06,false,"Indoor","25.11","321","00:59:09","--","--","0","0","25.5","55.0","291","--","0.00","0.0","0.0","0","64","95","99","0.0","102","94","214","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","59:08.99.9","1","0.0","00:59:05","00:59:08","-6","83"
Ciclismo,2022-05-04 19:47:11,false,"Medellín Ciclismo","11.79","418","00:50:12","176","193","0","0","14.1","46.0","330","352","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","50:11.89.1","1","0.0","00:49:54","01:00:02","1,712","2,068"
Caminar,2022-05-03 18:51:34,false,"Medellín Caminar","0.69","55","00:11:40","121","144","93","156","17:01","13:26","53","--","0.63","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:40.22.3","1","0.0","00:11:32","00:11:45","1,635","1,725"
Ciclismo,2022-04-30 06:30:13,false,"Medellín Ciclismo","31.47","1,158","02:24:14","172","194","0","0","13.1","46.0","949","961","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:24:13.84.3","1","0.0","02:23:36","04:02:15","1,485","2,445"
Caminar,2022-04-29 18:31:02,false,"Medellín Caminar","0.65","51","00:09:56.3","129","146","71","160","15:20","6:51","49","2","0.91","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:56.33.6","1","0.0","00:09:46","00:13:36","1,642","1,730"
Ciclismo en sala,2022-04-29 10:17:55,false,"Ciclismo en sala","13.42","304","00:40:06","154","175","0","0","20.1","32.6","--","--","0.00","0.0","0.0","0","60","111","--","0.0","--","0","0","0.0","0.0","2435","0","0","0","--","0:00","0.0","0:00","No","40:05.85.6","1","0.0","00:40:01","00:40:06","--","--"
Ciclismo virtual,2022-04-29 10:17:40,false,"Indoor","15.79","215","00:39:44","--","--","0","0","23.8","53.8","177","--","0.00","0.0","0.0","0","60","91","102","0.0","103","94","273","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","39:44.45.8","1","0.0","00:39:38","00:40:30","2","132"
Caminar,2022-04-28 17:46:29,false,"Medellín Caminar","4.67","71","00:23:03","99","123","82","183","4:56","0:43","20","31","3.26","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:07.08.1","5","0.0","00:22:40","00:41:38","1,537","1,558"
Caminar,2022-04-28 16:12:35,false,"Medellín Caminar","1.28","68","00:20:55","105","135","74","209","16:20","8:53","7","--","0.94","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:55.88.6","2","0.0","00:20:44","00:21:27","1,547","1,557"
Ciclismo,2022-04-26 06:44:42,false,"Medellín Ciclismo","8.80","298","00:40:37","164","190","0","0","13.0","37.4","243","241","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","40:37.00.2","1","0.0","00:39:57","00:57:46","1,696","1,947"
Ciclismo virtual,2022-04-25 11:18:27,false,"Zwift - Volcano Circuit in Watopia","5.71","59","00:13:28","--","--","0","0","25.4","41.5","28","--","0.00","0.0","0.0","0","55","73","83","0.0","--","76","171","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:28.00","1","0.0","00:13:23","00:13:27","2","15"
Caminar,2022-04-24 08:56:52,false,"Medellín Caminar","3.81","220","01:15:28","91","131","66","160","19:48","9:36","80","98","0.83","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","16:11.00.7","4","0.0","01:14:33","01:44:49","1,714","1,813"
Ciclismo,2022-04-11 12:30:09,false,"Bogotá, D.C. Ciclismo","9.14","210","00:27:35","157","183","0","0","19.9","33.8","19","16","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","27:35.25.3","1","0.0","00:27:03","00:33:48","2,580","2,596"
Caminar,2022-04-06 19:16:38,false,"Medellín Caminar","3.12","117","00:42:09","98","125","33","146","13:32","9:42","4","15","6.26","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:11.58.3","4","0.0","00:41:54","00:43:33","1,521","1,532"
Caminar,2022-04-03 15:00:55,false,"Medellín Caminar","1.27","86","00:26:08","98","128","80","159","20:35","14:04","31","22","0.61","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","05:16.17.4","2","0.0","00:25:44","00:33:05","1,757","1,784"
Caminar,2022-04-02 19:04:25,false,"Medellín Caminar","0.91","69","00:21:07","97","131","74","163","23:05","8:03","31","21","0.59","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","21:07.35.2","1","0.0","00:20:27","00:35:00","1,763","1,795"
Caminar,2022-04-01 13:56:30,false,"Medellín Caminar","1.27","68","00:21:07","105","153","85","122","16:38","10:16","23","47","0.73","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:59.72.5","2","0.0","00:21:01","00:22:57","1,604","1,639"
Caminar,2022-03-30 15:27:09,false,"Medellín Caminar","0.86","48","00:15:18","96","114","79","158","17:51","12:09","11","2","0.71","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:17.76.5","1","0.0","00:15:13","05:44:25","1,544","1,787"
Caminar,2022-03-30 14:36:53,false,"Medellín Caminar","0.81","48","00:15:13","101","131","83","237","18:46","12:14","11","14","0.64","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:12.53.1","1","0.0","00:14:46","00:30:31","1,531","1,542"
Caminar,2022-03-28 12:25:24,false,"Medellín Caminar","3.18","164","00:51:06","85","129","68","157","16:03","9:39","26","8","0.98","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:40.94.2","4","0.0","00:50:33","00:58:34","1,483","1,512"
Caminar,2022-03-26 14:32:52,false,"Envigado Caminar","2.84","123","00:47:31","86","133","59","159","16:43","9:07","14","30","1.29","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:58.07.2","3","0.0","00:47:06","00:51:36","1,576","1,612"
Caminar,2022-03-26 12:00:55,false,"Envigado Caminar","1.08","63","00:18:13","88","104","78","116","16:47","12:40","25","7","0.76","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:19.89.3","2","0.0","00:18:01","00:18:32","1,585","1,615"
Caminar,2022-03-26 10:40:54,false,"Envigado Caminar","1.92","93","00:33:33","86","123","53","145","17:28","10:16","36","10","1.77","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:53.76","2","0.0","00:33:19","00:35:48","1,548","1,585"
Caminar,2022-03-24 19:53:20,false,"Bogotá, D.C. Caminar","1.75","75","00:24:03","104","128","53","150","13:42","9:27","2","11","2.17","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:20.66.6","2","0.0","00:23:56","00:24:55","2,577","2,586"
Ciclismo virtual,2022-03-23 19:37:57,false,"Indoor","28.65","338","01:02:28","--","--","0","0","27.5","43.9","76","--","0.00","0.0","0.0","0","82","141","103","0.0","104","94","356","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:15.00","63","0.0","01:02:23","01:02:27","11","31"
Ciclismo en sala,2022-03-23 19:37:09,false,"Ciclismo en sala","24.96","428","01:02:27","150","171","0","0","24.0","36.1","--","--","0.00","0.0","0.0","0","82","208","--","0.0","--","0","0","0.0","0.0","5130","0","0","0","--","0:00","0.0","0:00","No","01:02:26.60.1","1","0.0","01:02:11","01:03:13","--","--"
Ciclismo virtual,2022-03-22 20:03:00,false,"Indoor","24.46","341","01:00:15","--","--","0","0","24.4","66.3","198","--","0.00","0.0","0.0","0","81","132","104","0.0","110","98","304","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:14.00","31","0.0","01:00:05","01:00:14","4","65"
Ciclismo en sala,2022-03-22 20:02:59,false,"Ciclismo en sala","25.70","461","01:00:14","164","180","0","0","25.6","36.4","--","--","0.00","0.0","0.0","0","81","140","--","0.0","--","0","0","0.0","0.0","4826","0","0","0","--","0:00","0.0","0:00","No","01:00:13.77.7","1","0.0","00:59:32","01:00:15","--","--"
Caminar,2022-03-21 19:28:22,false,"Bogotá, D.C. Caminar","1.88","100","00:31:10","110","128","93","165","16:33","6:34","5","10","0.65","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:31.31","2","0.0","00:31:00","00:31:44","2,570","2,580"
Caminar,2022-03-21 17:32:52,false,"Bogotá, D.C. Caminar","3.47","181","00:57:45","105","133","92","154","16:39","10:57","19","13","0.65","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","08:53.77.5","4","0.0","00:57:18","01:29:58","2,574","2,589"
Caminar,2022-03-21 16:18:22,false,"Bogotá, D.C. Caminar","2.92","127","00:45:34","105","129","49","139","15:35","9:12","11","10","1.40","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:44.86.1","3","0.0","00:45:18","00:46:43","2,570","2,607"
Caminar,2022-03-21 15:12:25,false,"Bogotá, D.C. Caminar","1.93","100","00:28:52","110","130","65","120","14:58","8:23","22","8","1.19","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","13:17.55.2","2","0.0","00:28:41","00:32:39","2,595","2,617"
Ciclismo virtual,2022-03-21 11:01:20,false,"Indoor","43.06","493","01:30:19","--","--","0","0","28.6","49.1","203","--","0.00","0.0","0.0","0","74","124","101","0.0","104","95","293","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:11.00","64","0.0","01:30:04","01:30:19","10","34"
Ciclismo en sala,2022-03-21 11:00:09,false,"Ciclismo en sala","38.19","547","01:30:56","146","170","0","0","25.2","36.8","--","--","0.00","0.0","0.0","0","74","152","--","0.0","--","0","0","0.0","0.0","6701","0","0","0","--","0:00","0.0","0:00","No","01:30:55.90.8","1","0.0","01:30:13","01:31:23","--","--"
Caminar,2022-03-20 18:13:43,false,"Chía Caminar","1.85","96","00:32:16","103","122","83","119","17:25","13:44","2","2","0.70","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","14:32.13.8","2","0.0","00:32:04","00:32:34","2,605","2,608"
Ciclismo,2022-03-20 07:21:13,false,"Chía Ciclismo","49.59","1,194","03:18:54","158","191","0","0","15.0","45.7","787","777","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:18:53.85.9","1","0.0","03:18:29","04:11:39","2,566","2,917"
Caminar,2022-03-19 17:26:27,false,"Chía Caminar","2.26","134","00:45:58","98","140","65","159","20:22","5:37","4","6","0.76","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:59.90.7","3","0.0","00:45:07","01:46:13","2,594","2,615"
Ciclismo,2022-03-19 07:13:12,false,"Chía Ciclismo","33.73","873","02:26:38","156","189","0","0","13.8","33.4","505","508","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:26:37.96.8","1","0.0","02:25:56","02:58:17","2,553","2,905"
Caminar,2022-03-18 08:58:32,false,"Bogotá, D.C. Caminar","1.19","61","00:19:21","102","118","46","159","16:14","5:32","2","11","6.12","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:11.69.5","2","0.0","00:18:29","00:44:56","2,555","2,569"
Ciclismo virtual,2022-03-17 20:26:55,false,"Indoor","21.11","261","00:46:16","--","--","0","0","27.4","53.8","157","--","0.00","0.0","0.0","0","63","89","103","0.0","108","98","193","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:15.99.9","1","0.0","00:46:12","00:46:15","125","200"
Ciclismo en sala,2022-03-17 20:26:41,false,"Ciclismo en sala","16.85","316","00:46:20","150","170","0","0","21.8","28.4","--","--","0.00","0.0","0.0","0","62","90","--","0.0","--","0","0","0.0","0.0","2905","0","0","0","--","0:00","0.0","0:00","No","46:20.15.7","1","0.0","00:46:11","00:46:20","--","--"
Caminar,2022-03-17 14:42:49,false,"Bogotá, D.C. Caminar","1.32","63","00:19:10","103","114","75","220","14:30","11:06","--","4","1.84","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:08.78.1","2","0.0","00:19:02","00:29:54","2,591","2,597"
Ciclismo virtual,2022-03-16 05:45:56,false,"Indoor","22.51","353","01:06:07","--","--","0","0","20.4","73.6","386","--","0.00","0.0","0.0","0","74","109","104","0.0","109","94","204","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:00.00","15","0.0","01:02:40","01:06:06","17","133"
Ciclismo en sala,2022-03-16 05:45:38,false,"Ciclismo en sala","24.95","466","01:02:13","165","188","0","0","24.1","32.7","--","--","0.00","0.0","0.0","0","77","139","--","0.0","--","0","0","0.0","0.0","4830","0","0","0","--","0:00","0.0","0:00","No","01:02:12.88.1","1","0.0","01:02:04","01:05:37","--","--"
Ciclismo virtual,2022-03-15 20:09:41,false,"Indoor","21.11","343","01:04:10","--","--","0","0","19.7","76.6","378","--","0.00","0.0","0.0","0","79","121","101","0.0","105","93","241","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:30.00","33","0.0","01:03:37","01:04:09","17","133"
Ciclismo en sala,2022-03-15 20:09:29,false,"Ciclismo en sala","25.45","470","01:03:40","163","184","0","0","24.0","32.5","--","--","0.00","0.0","0.0","0","79","162","--","0.0","--","0","0","0.0","0.0","5088","0","0","0","--","0:00","0.0","0:00","No","01:03:40.22","1","0.0","01:03:33","01:04:11","--","--"
Ciclismo en sala,2022-03-13 18:17:34,false,"Ciclismo en sala","36.40","613","01:32:10","153","172","0","0","23.7","33.3","--","--","0.00","0.0","0.0","0","81","116","--","0.0","--","0","0","0.0","0.0","7529","0","0","0","--","0:00","0.0","0:00","No","01:32:10.21.9","1","0.0","01:32:05","01:33:16","--","--"
Caminar,2022-03-13 12:35:11,false,"Bogotá, D.C. Caminar","1.25","63","00:15:33","106","120","111","122","12:28","8:03","5","4","0.72","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:29.40.1","2","0.0","00:15:26","00:15:35","2,574","2,582"
Caminar,2022-03-13 09:32:37,false,"Bogotá, D.C. Caminar","2.84","158","00:43:56","116","151","83","159","15:29","9:49","37","34","0.78","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:37.02.8","3","0.0","00:43:44","00:45:06","2,566","2,587"
Ciclismo virtual,2022-03-12 09:41:57,false,"Indoor","13.65","145","00:30:29","--","--","0","0","26.9","38.7","40","--","0.00","0.0","0.0","0","72","127","92","0.0","96","83","259","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:27.56.3","10","0.0","00:30:11","00:30:27","10","29"
Ciclismo en sala,2022-03-12 09:41:49,false,"Ciclismo en sala","10.69","206","00:30:11","150","174","0","0","21.2","37.8","--","--","0.00","0.0","0.0","0","73","132","--","0.0","--","0","0","0.0","0.0","2200","0","0","0","--","0:00","0.0","0:00","No","30:10.96.9","1","0.0","00:30:07","00:30:27","--","--"
Ciclismo virtual,2022-03-12 08:39:12,false,"Indoor","28.15","310","01:00:14","--","--","0","0","28.0","50.1","133","--","0.00","0.0","0.0","0","81","150","98","0.0","104","89","335","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:15.00","19","0.0","01:00:08","01:00:13","10","34"
Ciclismo en sala,2022-03-12 08:38:54,false,"Ciclismo en sala","24.37","440","01:00:26","161","184","0","0","24.2","40.6","--","--","0.00","0.0","0.0","0","81","148","--","0.0","--","0","0","0.0","0.0","4913","0","0","0","--","0:00","0.0","0:00","No","01:00:25.90.7","1","0.0","01:00:14","01:00:55","--","--"
Ciclismo virtual,2022-03-10 19:43:55,false,"Indoor","18.23","228","00:44:10","--","--","0","0","24.8","59.4","155","--","0.00","0.0","0.0","0","65","107","101","0.0","112","90","213","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:00.00","12","0.0","00:43:38","00:44:09","279","317"
Ciclismo en sala,2022-03-10 19:43:54,false,"Ciclismo en sala","14.32","285","00:43:41","149","178","0","0","19.7","31.0","--","--","0.00","0.0","0.0","0","65","108","--","0.0","--","0","0","0.0","0.0","2851","0","0","0","--","0:00","0.0","0:00","No","43:40.65.6","1","0.0","00:43:39","00:44:06","--","--"
Ciclismo virtual,2022-03-07 19:08:28,false,"Indoor","19.17","222","00:41:54","--","--","0","0","27.4","45.8","48","--","0.00","0.0","0.0","0","75","125","100","0.0","100","93","226","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:30.00","14","0.0","00:41:18","00:41:54","52","65"
Ciclismo en sala,2022-03-07 19:08:03,false,"Ciclismo en sala","15.59","263","00:41:26","143","162","0","0","22.6","29.1","--","--","0.00","0.0","0.0","0","75","123","--","0.0","--","0","0","0.0","0.0","3135","0","0","0","--","0:00","0.0","0:00","No","41:26.21.2","1","0.0","00:41:16","00:41:52","--","--"
Entreno de fuerza,2022-03-03 20:18:35,false,"Fuerza","0.00","144","00:46:56","104","138","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","23","1","0:00","0.0","0:00","No","46:56.37.2","1","0.0","00:46:56","00:46:56","--","--"
Ciclismo virtual,2022-03-03 19:26:58,false,"Indoor","10.02","160","00:31:17","--","--","0","0","19.2","44.8","124","--","0.00","0.0","0.0","0","74","91","96","0.0","99","90","175","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:15.00","17","0.0","00:30:42","00:31:17","125","230"
Ciclismo en sala,2022-03-03 19:26:42,false,"Ciclismo en sala","12.09","201","00:30:45","148","171","0","0","23.6","29.4","--","--","0.00","0.0","0.0","0","75","92","--","0.0","--","0","0","0.0","0.0","2306","0","0","0","--","0:00","0.0","0:00","No","30:45.25.5","1","0.0","00:30:39","00:31:16","--","--"
Ciclismo en sala,2022-03-02 19:24:47,false,"Ciclismo en sala","20.59","364","00:50:57","160","185","0","0","24.2","32.9","--","--","0.00","0.0","0.0","0","77","115","--","0.0","--","0","0","0.0","0.0","3933","0","0","0","--","0:00","0.0","0:00","No","50:56.82.1","1","0.0","00:50:53","00:51:32","--","--"
Ciclismo virtual,2022-03-02 19:24:29,false,"Indoor","18.07","261","00:51:58","--","--","0","0","20.9","62.8","190","--","0.00","0.0","0.0","0","76","109","95","0.0","98","88","233","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:30.00","19","0.0","00:51:13","00:51:57","125","283"
Caminar,2022-03-02 15:23:48,false,"Bogotá, D.C. Caminar","0.90","47","00:11:46","110","133","113","155","13:06","9:30","7","7","0.67","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:46.33.1","1","0.0","00:11:32","00:12:43","2,569","2,584"
Entreno de fuerza,2022-03-01 20:35:22,false,"Fuerza","0.00","76","00:30:08","93","135","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","8","1","0:00","0.0","0:00","No","30:08.31.3","1","0.0","00:30:08","00:30:08","--","--"
Ciclismo en sala,2022-03-01 19:34:17,false,"Ciclismo en sala","20.70","336","00:50:16","149","172","0","0","24.7","31.6","--","--","0.00","0.0","0.0","0","68","88","--","0.0","--","0","0","0.0","0.0","3456","0","0","0","--","0:00","0.0","0:00","No","50:15.97.6","1","0.0","00:50:14","00:50:40","--","--"
Ciclismo virtual,2022-03-01 19:34:12,false,"Indoor","18.16","263","00:50:57","--","--","0","0","21.4","55.9","190","--","0.00","0.0","0.0","0","68","87","95","0.0","103","90","148","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:58.37.6","10","0.0","00:50:25","00:50:57","125","283"
Carrera,2022-03-01 14:45:13,false,"Bogotá, D.C. Carrera","1.22","65","00:19:16","102","142","50","136","15:50","1:11","--","--","1.27","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","19:16.39","1","0.0","00:19:06","00:40:13","2,572","2,578"
Ciclismo virtual,2022-02-27 11:55:16,false,"indoor","16.01","265","00:51:25","--","--","0","0","18.7","47.3","135","--","0.00","0.0","0.0","0","60","83","94","0.0","99","90","197","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","51:24.99.9","1","0.0","00:51:20","00:51:24","0","100"
Ciclismo en sala,2022-02-27 11:54:54,false,"Ciclismo en sala","17.63","301","00:51:32","138","159","0","0","20.5","30.2","--","--","0.00","0.0","0.0","0","60","83","--","0.0","--","0","0","0.0","0.0","3112","0","0","0","--","0:00","0.0","0:00","No","51:32.22.9","1","0.0","00:51:29","00:51:39","--","--"
Ciclismo virtual,2022-02-24 19:25:40,false,"Indoor","34.88","525","01:40:13","--","--","0","0","20.9","58.5","381","--","0.00","0.0","0.0","0","69","96","95","0.0","107","91","159","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:14.09.3","17","0.0","01:40:08","01:40:12","125","283"
Ciclismo en sala,2022-02-24 19:25:28,false,"Ciclismo en sala","43.45","663","01:40:20","154","175","0","0","26.0","33.0","--","--","0.00","0.0","0.0","0","69","121","--","0.0","--","0","0","0.0","0.0","6969","0","0","0","--","0:00","0.0","0:00","No","01:40:19.53.8","1","0.0","01:40:18","01:40:20","--","--"
Caminar,2022-02-23 08:24:17,false,"Bogotá, D.C. Caminar","0.75","34","00:09:38.3","79","104","81","126","12:48","10:05","2","5","0.97","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:38.31.7","1","0.0","00:09:34","00:11:04","2,533","2,537"
Entreno de fuerza,2022-02-22 20:36:52,false,"Fuerza","0.00","116","00:32:37","111","134","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","32:37.45.4","1","0.0","00:32:37","00:32:37","--","--"
Ciclismo virtual,2022-02-22 19:38:11,false,"Indoor","16.26","267","00:52:05","--","--","0","0","18.7","73.3","301","--","0.00","0.0","0.0","0","65","106","98","0.0","97","91","182","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:00.00","18","0.0","00:50:35","00:52:09","17","133"
Ciclismo en sala,2022-02-22 19:38:01,false,"Ciclismo en sala","18.11","366","00:50:48","157","173","0","0","21.4","28.9","--","--","0.00","0.0","0.0","0","66","106","--","0.0","--","0","0","0.0","0.0","3362","0","0","0","--","0:00","0.0","0:00","No","50:47.78.3","1","0.0","00:50:42","00:52:05","--","--"
Ciclismo en sala,2022-02-21 19:30:11,false,"Ciclismo en sala","24.36","376","00:52:52","158","181","0","0","27.6","38.0","--","--","0.00","0.0","0.0","0","72","97","--","0.0","--","0","0","0.0","0.0","3852","0","0","0","--","0:00","0.0","0:00","No","52:52.18.7","1","0.0","00:52:50","00:53:19","--","--"
